color_name,rus_name,hex,r,g,b,hue,sat,val,id
Hit Pink,Хит Розовый,#FFAB81,255,171,129,20.0,0.494117647058823,1,280
Mystic red,Мистический красный,#FF5500,255,85,0,20.0,1,1,281
Citrine Brown,Цитриновый коричневый,#933709,147,55,9,20.0,0.938775510204082,0.576470588235294,282
Brown,Коричневый,#993300,153,51,0,20.0,1,0.6,283
Mahogany,Красное дерево,#C04000,192,64,0,20.0,1,0.752941176470588,284
Mango Tango,Манго Танго,#FF8243,255,130,67,20.106382978723406,0.737254901960784,1,285
Tuscany,Тоскана,#BD5E2E,189,94,46,20.139860139860136,0.756613756613757,0.741176470588235,286
Brown sugar,Коричневый сахар,#AF6E4D,175,110,77,20.204081632653065,0.56,0.686274509803922,287
Quincy,Куинси,#623F2D,98,63,45,20.37735849056603,0.540816326530612,0.384313725490196,288
Sand Dune,Песчаная дюна,#826F65,130,111,101,20.689655172413808,0.223076923076923,0.509803921568627,289
Orange (Pantone),Оранжевый (Pantone),#FF5800,255,88,0,20.70588235294117,1,1,290
Seal brown,Тюлень коричневый,#59260B,89,38,11,20.769230769230766,0.876404494382022,0.349019607843137,291
Willpower orange,Сила воли оранжевый,#FD5800,253,88,0,20.869565217391305,1,0.992156862745098,292
Paarl,Паарл,#A65529,166,85,41,21.12,0.753012048192771,0.650980392156863,293
Copper Canyon,Медный Каньон,#7E3A15,126,58,21,21.14285714285714,0.833333333333333,0.494117647058823,294
Cape Palliser,Мыс Паллисер,#A26645,162,102,69,21.29032258064517,0.574074074074074,0.635294117647059,295
Crusta,Корка,#FD7B33,253,123,51,21.38613861386139,0.798418972332016,0.992156862745098,296
Umber,Умбра,#635147,99,81,71,21.428571428571413,0.282828282828283,0.388235294117647,297
Unbleached silk,Неотбеленный шелк,#FFDDCA,255,221,202,21.509433962264165,0.207843137254902,1,298
Milk chocolate,молочный шоколад,#84563C,132,86,60,21.66666666666667,0.545454545454546,0.517647058823529,299
Beaver,Бобр,#9F8170,159,129,112,21.70212765957445,0.295597484276729,0.623529411764706,300
Orange Roughy,Оранжевый Рафи,#C45719,196,87,25,21.75438596491228,0.872448979591837,0.768627450980392,301
Antique brass,Антикварная латунь,#CD9575,205,149,117,21.818181818181827,0.429268292682927,0.803921568627451,302
Brown Pod,Коричневый стручок,#401801,64,24,1,21.904761904761905,0.984375,0.250980392156863,303
Big Foot Feet,Большие ноги,#E88E5A,232,142,90,21.9718309859155,0.612068965517241,0.909803921568627,304
Spice,специи,#6A442E,106,68,46,22.0,0.566037735849057,0.415686274509804,305
Potters Clay,Гончарная глина,#8C5738,140,87,56,22.142857142857142,0.6,0.549019607843137,306
Vivid orange,Яркий оранжевый,#FF5F00,255,95,0,22.352941176470587,1,1,307
Persimmon,Хурма,#EC5800,236,88,0,22.372881355932204,1,0.925490196078431,308
Romantic,Романтичный,#FFD2B7,255,210,183,22.5,0.282352941176471,1,309
Masala,Масала,#403B38,64,59,56,22.500000000000025,0.125,0.250980392156863,310
Leather,Кожа,#967059,150,112,89,22.62295081967213,0.406666666666667,0.588235294117647,311
Fire,Огонь,#AA4203,170,66,3,22.63473053892216,0.982352941176471,0.666666666666667,312
Roman Coffee,Римский кофе,#795D4C,121,93,76,22.666666666666664,0.371900826446281,0.474509803921569,313
Vesuvius,Везувий,#B14A0B,177,74,11,22.7710843373494,0.937853107344633,0.694117647058824,314
Sambuca,Самбука,#3A2010,58,32,16,22.85714285714285,0.724137931034483,0.227450980392157,315
Indian Tan,Индийский загар,#4D1E01,77,30,1,22.89473684210527,0.987012987012987,0.301960784313725,316
Christmas orange,Рождественский апельсин,#D56C2B,213,108,43,22.941176470588232,0.7981220657277,0.835294117647059,317
Vivid tangelo,Яркий танжело,#F07427,240,116,39,22.98507462686567,0.8375,0.941176470588235,318
Cioccolato,Чокколато,#55280C,85,40,12,23.013698630136982,0.858823529411765,0.333333333333333,319
Cashmere,Кашемир,#E6BEA5,230,190,165,23.07692307692308,0.282608695652174,0.901960784313726,320
Piper,Пайпер,#C96323,201,99,35,23.13253012048192,0.825870646766169,0.788235294117647,321
Zinnwaldite brown,Циннвальдит коричневый,#2C1608,44,22,8,23.33333333333333,0.818181818181818,0.172549019607843,322
Christmas brown,рождественский коричневый,#4C1F02,76,31,2,23.513513513513512,0.973684210526316,0.298039215686275,323
Apricot,Абрикос,#FBCEB1,251,206,177,23.513513513513526,0.294820717131474,0.984313725490196,324
Raw Sienna,Сиена сырая,#D68A59,214,138,89,23.519999999999992,0.58411214953271,0.83921568627451,325
University of Pikeville Orange,Университет Пайквилла-Оранж,#EA6E1E,234,110,30,23.529411764705884,0.871794871794872,0.917647058823529,326
Just Right,Просто правильно,#ECCDB9,236,205,185,23.52941176470589,0.216101694915254,0.925490196078431,327
Fiery Orange,Огненно-оранжевый,#B35213,179,82,19,23.62500000000001,0.893854748603352,0.701960784313725,328
Tumbleweed,Перекати-поле,#DEAA88,222,170,136,23.72093023255813,0.387387387387387,0.870588235294118,329
Mocha,Мокко,#BEA493,190,164,147,23.72093023255816,0.226315789473684,0.745098039215686,330
Dark brown-tangelo,Темно-коричневый-танжело,#88654E,136,101,78,23.793103448275858,0.426470588235294,0.533333333333333,331
Bistre,Бистр,#3D2B1F,61,43,31,24.0,0.491803278688525,0.23921568627451,332
Batorange,Баторанж,#C3540A,195,84,10,24.0,0.948717948717949,0.764705882352941,333
American bronze,Американская бронза,#391802,57,24,2,24.0,0.964912280701754,0.223529411764706,334
Dune,Дюна,#383533,56,53,51,24.00000000000001,0.0892857142857142,0.219607843137255,335
Pine Cone,Сосновая шишка,#6D5E54,109,94,84,24.00000000000002,0.229357798165138,0.427450980392157,336
Pumpkin,Тыква,#FF7518,255,117,24,24.15584415584416,0.905882352941176,1,337
Jambalaya,Джамбалайя,#5B3013,91,48,19,24.16666666666666,0.791208791208791,0.356862745098039,338
Old Copper,Старая медь,#724A2F,114,74,47,24.179104477611943,0.587719298245614,0.447058823529412,339
Jaffa,Яффо,#EF863F,239,134,63,24.204545454545457,0.736401673640167,0.937254901960784,340
Safety orange (blaze orange),Оранжевый цвет безопасности (оранжевый),#FF6700,255,103,0,24.23529411764705,1,1,341
Quincy,Куинси,#6A5445,106,84,69,24.32432432432432,0.349056603773585,0.415686274509804,342
Iced tea,Холодный чай,#923C01,146,60,1,24.41379310344828,0.993150684931507,0.572549019607843,343
Seashell,Ракушка,#FFF5EE,255,245,238,24.705882352941195,0.0666666666666666,1,344
Champagne pink,Шампанское розовое,#F1DDCF,241,221,207,24.705882352941195,0.141078838174274,0.945098039215686,345
Ruddy brown,Красновато-коричневый,#BB6528,187,101,40,24.897959183673468,0.786096256684492,0.733333333333333,346
Saddle brown,Коричневый седло,#8B4513,139,69,19,25.0,0.863309352517986,0.545098039215686,347
Burnt orange,жженый апельсин,#CC5500,204,85,0,25.0,1,0.8,348
Spanish orange,испанский апельсин,#E86100,232,97,0,25.08620689655173,1,0.909803921568627,349
Very light tangelo,Очень легкий танжело,#FFB077,255,176,119,25.14705882352941,0.533333333333333,1,350
Desert sand,Песок пустыни,#EDC9AF,237,201,175,25.16129032258064,0.261603375527426,0.929411764705882,351
Pale taupe,Бледно-серый,#BC987E,188,152,126,25.16129032258064,0.329787234042553,0.737254901960784,352
Van Dyke brown,Ван Дайк коричневый,#664228,102,66,40,25.161290322580648,0.607843137254902,0.4,353
Rope,Веревка,#8E4D1E,142,77,30,25.178571428571423,0.788732394366197,0.556862745098039,354
Whiskey,Виски,#D59A6F,213,154,111,25.29411764705881,0.47887323943662,0.835294117647059,355
Tan (Crayola),Загар (Crayola),#D99A6C,217,154,108,25.32110091743119,0.502304147465438,0.850980392156863,356
Creole,креольский,#1E0F04,30,15,4,25.38461538461539,0.866666666666667,0.117647058823529,357
Brown Bramble,Коричневый ежевика,#592804,89,40,4,25.41176470588236,0.955056179775281,0.349019607843137,358
Tenn? (tawny),Тенне (рыжевато-коричневый),#CD5700,205,87,0,25.463414634146343,1,0.803921568627451,359
Russet,Рассет,#80461B,128,70,27,25.54455445544555,0.7890625,0.501960784313725,360
Morocco Brown,Марокко Коричневый,#441D00,68,29,0,25.58823529411764,1,0.266666666666667,361
Royal orange,Королевский апельсин,#F99245,249,146,69,25.666666666666664,0.72289156626506,0.976470588235294,362
Silk,Шелк,#BDB1A8,189,177,168,25.714285714285687,0.111111111111111,0.741176470588235,363
Light taupe,Светло-серый,#B38B6D,179,139,109,25.714285714285708,0.391061452513966,0.701960784313725,364
Chamoisee,Шамуази,#A0785A,160,120,90,25.714285714285708,0.4375,0.627450980392157,365
Persian orange,персидский апельсин,#D99058,217,144,88,26.046511627906973,0.594470046082949,0.850980392156863,366
Ecstasy,Экстази,#FA7814,250,120,20,26.086956521739125,0.92,0.980392156862745,367
Clinker,Клинкер,#371D09,55,29,9,26.086956521739133,0.836363636363636,0.215686274509804,368
Princeton orange,Принстонский апельсин,#F58025,245,128,37,26.25,0.848979591836735,0.96078431372549,369
Metallic orange,Металлический оранжевый,#DA680F,218,104,15,26.305418719211826,0.931192660550459,0.854901960784314,370
Squirrel,Белка,#8F8176,143,129,118,26.399999999999974,0.174825174825175,0.56078431372549,371
Mud,Грязь,#70543E,112,84,62,26.399999999999995,0.446428571428571,0.43921568627451,372
Black raspberry,Черная малина,#16110D,22,17,13,26.666666666666664,0.409090909090909,0.0862745098039215,373
Bronze,бронза,#3F2109,63,33,9,26.66666666666667,0.857142857142857,0.247058823529412,374
Rose of Sharon,Роза Шарона,#BF5500,191,85,0,26.701570680628272,1,0.749019607843137,375
Macaroni and Cheese,Макароны с сыром,#FFBD88,255,189,136,26.722689075630257,0.466666666666667,1,376
Red Stage,Красная сцена,#D05F04,208,95,4,26.764705882352946,0.980769230769231,0.815686274509804,377
Millbrook,Миллбрук,#594433,89,68,51,26.84210526315789,0.426966292134831,0.349019607843137,378
Peru Tan,Перу Тан,#7F3A02,127,58,2,26.879999999999995,0.984251968503937,0.498039215686275,379
Tango,Танго,#ED7A1C,237,122,28,26.98564593301436,0.881856540084388,0.929411764705882,380
Desert,Пустыня,#AE6020,174,96,32,27.04225352112676,0.816091954022989,0.682352941176471,381
Philippine orange,филиппинский апельсин,#FF7300,255,115,0,27.058823529411764,1,1,382
Dark gold,Тёмно-золотой,#AA6C39,170,108,57,27.07964601769912,0.664705882352941,0.666666666666667,383
Jasper orange,Яшма оранжевая,#DE8F4E,222,143,78,27.08333333333333,0.648648648648649,0.870588235294118,384
Bull Shot,Выстрел в быка,#864D1E,134,77,30,27.115384615384613,0.776119402985075,0.525490196078431,385
Liver chestnut,Печеночный каштан,#987456,152,116,86,27.27272727272727,0.434210526315789,0.596078431372549,386
Alloy orange,Сплав оранжевый,#C46210,196,98,16,27.33333333333334,0.918367346938776,0.768627450980392,387
Metallic bronze,Металлическая бронза,#A97142,169,113,66,27.378640776699022,0.609467455621302,0.662745098039216,388
Pastel brown,Пастельно-коричневый,#836953,131,105,83,27.500000000000004,0.366412213740458,0.513725490196078,389
Sandy brown,Песочно-коричневый,#F4A460,244,164,96,27.56756756756757,0.60655737704918,0.956862745098039,390
Lumber,Пиломатериалы,#FFE4CD,255,228,205,27.60000000000001,0.196078431372549,1,391
Mondo,Мондо,#4A3C30,74,60,48,27.69230769230769,0.351351351351351,0.290196078431373,392
Cloudy,Облачно,#ACA59F,172,165,159,27.6923076923077,0.0755813953488372,0.674509803921569,393
Schooner,Шхуна,#8B847E,139,132,126,27.69230769230776,0.0935251798561149,0.545098039215686,394
Tacao,Такао,#EDB381,237,179,129,27.777777777777768,0.455696202531646,0.929411764705882,395
Cement,Цемент,#8D7662,141,118,98,27.906976744186043,0.304964539007092,0.552941176470588,396
Cadmium orange,Кадмий оранжевый,#ED872D,237,135,45,28.125,0.810126582278481,0.929411764705882,397
Sandrift,Сэндрифт,#AB917A,171,145,122,28.163265306122444,0.286549707602339,0.670588235294118,398
Dirty brown,Грязно-коричневый,#B5651E,181,101,30,28.21192052980132,0.834254143646409,0.709803921568627,399
Black Marlin,Черный марлин,#3E2C1C,62,44,28,28.23529411764705,0.548387096774194,0.243137254901961,400
Safety orange,Оранжевый цвет безопасности,#FF7800,255,120,0,28.23529411764705,1,1,401
Peach puff,Персиковый пудинг,#FFDAB9,255,218,185,28.28571428571428,0.274509803921569,1,402
Rich Gold,Богатое золото,#A85307,168,83,7,28.32298136645963,0.958333333333333,0.658823529411765,403
Bone,Кость,#E4D1C0,228,209,192,28.33333333333332,0.157894736842105,0.894117647058824,404
Pickled Bean,Маринованная фасоль,#6E4826,110,72,38,28.333333333333325,0.654545454545455,0.431372549019608,405
Korma,Корма,#8F4B0E,143,75,14,28.37209302325581,0.902097902097902,0.56078431372549,406
Light brown,Светло-коричневый,#B5651D,181,101,29,28.42105263157894,0.839779005524862,0.709803921568627,407
Hawaiian Tan,Гавайский загар,#9D5616,157,86,22,28.444444444444443,0.859872611464968,0.615686274509804,408
Deer,Олень,#BA8759,186,135,89,28.45360824742269,0.521505376344086,0.729411764705882,409
Christine,Кристин,#E7730A,231,115,10,28.50678733031674,0.956709956709957,0.905882352941176,410
Chilean Fire,Чилийский огонь,#F77703,247,119,3,28.52459016393444,0.987854251012146,0.968627450980392,411
Liver (dogs),Печень (собаки),#B86D29,184,109,41,28.53146853146853,0.777173913043478,0.72156862745098,412
Sorbus,Рябина,#FD7C07,253,124,7,28.536585365853657,0.972332015810277,0.992156862745098,413
Flamenco,Фламенко,#FF7D07,255,125,7,28.548387096774192,0.972549019607843,1,414
Earthtone,Земляной тон,#5D3A1A,93,58,26,28.65671641791044,0.720430107526882,0.364705882352941,415
Sandstone,Песчаник,#796D62,121,109,98,28.695652173913032,0.190082644628099,0.474509803921569,416
Heat Wave,Волна тепла,#FF7A00,255,122,0,28.70588235294118,1,1,417
Copper,Медь,#B87333,184,115,51,28.87218045112781,0.722826086956522,0.72156862745098,418
Cameo,Камея,#D9B99B,217,185,155,29.032258064516128,0.285714285714286,0.850980392156863,419
Rajah,Раджа,#FBAB60,251,171,96,29.032258064516128,0.617529880478088,0.984313725490196,420
Judge Grey,Судья Грей,#544333,84,67,51,29.090909090909093,0.392857142857143,0.329411764705882,421
Dirt,Грязь,#9B7653,155,118,83,29.166666666666675,0.464516129032258,0.607843137254902,422
Peru,Перу,#CD853F,205,133,63,29.5774647887324,0.692682926829268,0.803921568627451,423
Tiger's eye,Тигровый глаз,#E08D3C,224,141,60,29.634146341463417,0.732142857142857,0.87843137254902,424
Amber (SAE/ECE),Янтарный (SAE/ECE),#FF7E00,255,126,0,29.647058823529413,1,1,425
Carnaby Tan,Карнаби Тан,#5C2E01,92,46,1,29.67032967032967,0.989130434782609,0.36078431372549,426
